HQ,built_threat,quartile
0.748768150806427,0.4094846844673157,Q1 (lowest)
0.7699311375617981,0.31756341457366943,Q1 (lowest)
0.7772021293640137,0.26844292879104614,Q1 (lowest)
0.7584447264671326,0.3265678286552429,Q1 (lowest)
0.7541823387145996,0.3590574562549591,Q1 (lowest)
0.7163611650466919,0.4083348512649536,Q1 (lowest)
0.7053037881851196,0.4713485836982727,Q1 (lowest)
0.7119501829147339,0.4755677580833435,Q1 (lowest)
0.6089338660240173,0.7038528919219971,Q2
0.526828944683075,0.8343155384063721,Q3
0.5732062458992004,0.7236713171005249,Q2
0.6705726981163025,0.5148837566375732,Q1 (lowest)
0.7313374876976013,0.3588152229785919,Q1 (lowest)
0.7087892293930054,0.4284573495388031,Q1 (lowest)
0.6549345254898071,0.5802158713340759,Q2
0.5682565569877625,0.7371137142181396,Q3
0.5508137941360474,0.7665850520133972,Q3
0.5828899145126343,0.7110482454299927,Q2
0.6785393953323364,0.5167941451072693,Q1 (lowest)
0.7416719794273376,0.36261773109436035,Q1 (lowest)
0.7459891438484192,0.39406266808509827,Q1 (lowest)
0.6564328074455261,0.5702769160270691,Q2
0.5213027000427246,0.8240222930908203,Q3
0.5355289578437805,0.8331627249717712,Q3
0.689030647277832,0.5766952633857727,Q2
0.7519320249557495,0.39850303530693054,Q1 (lowest)
0.7431551218032837,0.4054901599884033,Q1 (lowest)
0.713363528251648,0.4633925259113312,Q1 (lowest)
0.6819864511489868,0.5935031771659851,Q2
0.6251806616783142,0.6926127672195435,Q2
0.6423192024230957,0.6298313140869141,Q2
0.7132698893547058,0.474965363740921,Q1 (lowest)
0.7423107624053955,0.3452540636062622,Q1 (lowest)
0.7654525637626648,0.24471797049045563,Q1 (lowest)
0.7883041501045227,0.17164523899555206,Q1 (lowest)
0.7919098734855652,0.1653365194797516,Q1 (lowest)
0.7897776961326599,0.21036729216575623,Q1 (lowest)
0.7685849070549011,0.2524397373199463,Q1 (lowest)
0.7731600999832153,0.2823440730571747,Q1 (lowest)
0.7761180400848389,0.28561970591545105,Q1 (lowest)
0.7584653496742249,0.33448687195777893,Q1 (lowest)
0.741715133190155,0.41145503520965576,Q1 (lowest)
0.7239255905151367,0.44606077671051025,Q1 (lowest)
0.7095617055892944,0.4231901168823242,Q1 (lowest)
0.6836627125740051,0.5895374417304993,Q2
0.552421510219574,0.8132243156433105,Q3
0.5260912179946899,0.8169835805892944,Q3
0.4646839201450348,0.9414055943489075,Q4 (highest)
0.5256447196006775,0.8137197494506836,Q3
0.573560893535614,0.7487420439720154,Q3
0.5117484331130981,0.8464655876159668,Q4 (highest)
0.6404067873954773,0.6619380116462708,Q2
0.5433589816093445,0.8182598352432251,Q3
0.548086941242218,0.810046374797821,Q3
0.6494686007499695,0.6529709696769714,Q2
0.4675128161907196,0.936711847782135,Q4 (highest)
0.5530117154121399,0.7548712491989136,Q3
0.5396978259086609,0.785021185874939,Q3
0.5856561064720154,0.7423580884933472,Q3
0.594872772693634,0.6832495331764221,Q2
0.5628487467765808,0.7680419087409973,Q3
0.5092544555664062,0.8799922466278076,Q4 (highest)
0.5139095783233643,0.8516849279403687,Q4 (highest)
0.5098372101783752,0.8610580563545227,Q4 (highest)
0.5546820163726807,0.7633544206619263,Q3
0.5048114061355591,0.8704970479011536,Q4 (highest)
0.541157066822052,0.7854294180870056,Q3
0.6695214509963989,0.5482663512229919,Q2
0.6149974465370178,0.6550039052963257,Q2
0.6000781655311584,0.6789024472236633,Q2
0.6891166567802429,0.5334978103637695,Q1 (lowest)
0.7284094095230103,0.3845439553260803,Q1 (lowest)
0.7596802115440369,0.30433228611946106,Q1 (lowest)
0.7630608677864075,0.27296140789985657,Q1 (lowest)
0.7405824065208435,0.386885404586792,Q1 (lowest)
0.6757864952087402,0.5348901748657227,Q1 (lowest)
0.5989096760749817,0.6745450496673584,Q2
0.6125097274780273,0.6789024472236633,Q2
0.6116034388542175,0.6545180082321167,Q2
0.4938572943210602,0.8808614015579224,Q4 (highest)
0.45374950766563416,0.9651642441749573,Q4 (highest)
0.5881096720695496,0.7190894484519958,Q2
0.680040180683136,0.5132810473442078,Q1 (lowest)
0.731850802898407,0.35809046030044556,Q1 (lowest)
0.7423214912414551,0.3460516929626465,Q1 (lowest)
0.7081381678581238,0.44682636857032776,Q1 (lowest)
0.6328938603401184,0.5996742248535156,Q2
0.5270709991455078,0.8331627249717712,Q3
0.5694984793663025,0.7550399899482727,Q3
0.6940410137176514,0.5319557189941406,Q1 (lowest)
0.7300350069999695,0.3694160282611847,Q1 (lowest)
0.7313801646232605,0.36261773109436035,Q1 (lowest)
0.6861535310745239,0.5011643767356873,Q1 (lowest)
0.6204952001571655,0.6399324536323547,Q2
0.614401638507843,0.6429288387298584,Q2
0.681041419506073,0.505729615688324,Q1 (lowest)
0.6841906905174255,0.5263122916221619,Q1 (lowest)
0.6576018333435059,0.5622653961181641,Q2
0.7054088711738586,0.4889072775840759,Q1 (lowest)
0.7151346206665039,0.4249613881111145,Q1 (lowest)
0.7008115649223328,0.48045265674591064,Q1 (lowest)
0.6966220736503601,0.4561401903629303,Q1 (lowest)
0.7327114939689636,0.3737095892429352,Q1 (lowest)
0.7599018216133118,0.282793790102005,Q1 (lowest)
0.7801423072814941,0.20901717245578766,Q1 (lowest)
0.7860686779022217,0.15312331914901733,Q1 (lowest)
